Nawisko aktualne,Liczba
BANASZEWSKA,1077
BARTECKA,1077
BERENT,1077
KIEŁPIŃSKA,1077
KONIECZKO,1077
KORBA,1077
SOBCZUK,1077
JĘDRYKA,1076
KOŁODZIEJEK,1076
KUCZMA,1076
ORSZULAK,1076
PANAS,1076
SZLENDAK,1076
BŁAŻEWICZ,1075
SMOŁKA,1075
FRĄCZAK,1074
GUMIENNA,1074
LIPNICKA,1074
ZIEMSKA,1074
BONDARENKO,1073
GAWRYLUK,1073
SZYPULSKA,1073
TORBA,1073
AKSAMIT,1072
CZEPIEL,1072
KORDOWSKA,1072
ŁUKA,1072
WOŁYNIEC,1072
JOŃSKA,1071
SPRINGER,1071
STEPANIUK,1071
SZUL,1071
RZEPKOWSKA,1070
GRABEK,1069
DRĄŻKIEWICZ,1068
KLUZA,1068
LATAŁA,1067
BANDURA,1066
GNIAZDOWSKA,1066
FUDAŁA,1065
GRABAREK,1065
KLIMIUK,1065
MANIAK,1065
MARKS,1065
SAWIŃSKA,1065
SŁABOŃ,1065
SZLĘZAK,1065
SZTUKA,1065
DŁUŻNIEWSKA,1063
JÓZWIK,1063
PAPUGA,1063
SIERANT,1063
ZIMA,1063
DUŚ,1062
ŚWIĘS,1062
TOPOLEWSKA,1062
CHABROS,1061
CIEPIELA,1061
GOSK,1061
GROMADA,1061
KNOPIK,1061
NOWORYTA,1061
WIDAWSKA,1061
FALIŃSKA,1060
WOJNICKA,1060
CHROMIK,1058
LISIEWICZ,1058
ŁAWICKA,1058
RUTECKA,1058
SZCZYRBA,1058
TALIK,1058
CZAPNIK,1057
GAŁAN,1057
KAPTUR,1057
STRYCZEK,1057
TRUSZCZYŃSKA,1057
TUR,1057
ZIENTARA,1057
GMYREK,1056
PASIERB,1056
STRYJEWSKA,1056
WORONIECKA,1056
DZIUBAK,1055
KOCIUBA,1055
SUCHY,1054
KRAMEK,1053
MAJCHERCZYK,1053
SIWY,1053
CZERW,1052
LASOCKA,1052
POHL,1052
ZIMNY,1052
FELIKS,1051
GRACZ,1051
LATUSEK,1051
MUSIAŁOWSKA,1051
OGIŃSKA,1051
WAL,1051
ZAŁĘCKA,1051
SYGUŁA,1050
TRYBUS,1050
BORYCZKA,1049
DUNAJSKA,1049
GRZESIUK,1049
KALINA,1049
NAKIELSKA,1049
WIELOCH,1049
JAMKA,1048
SZCZYPIOR,1048
WRONOWSKA,1048
BIGAJ,1047
CZERNEK,1047
ŁYSIK,1047
OLEJARCZYK,1047
ADAM,1046
DONIEC,1046
JAROSZYŃSKA,1046
KIEŁKOWSKA,1046
ŁUKASZEK,1046
PŁUSA,1046
URBANIEC,1046
FERENS,1044
KOSZEWSKA,1044
MICEK,1044
JACKOWIAK,1043
JEZIOROWSKA,1043
PODRAZA,1042
BARA,1041
CHILIŃSKA,1041
SZAFRANEK,1041
BŁASZCZUK,1040
DERLATKA,1040
HABER,1040
JACHIMOWSKA,1040
KUSA,1040
ŁEBEK,1040
PRUSIŃSKA,1040
KANIOWSKA,1039
KLUKOWSKA,1039
RODZIK,1039
ŻURAW,1039
DYGAS,1038
FORNALCZYK,1038
GOŁAŚ,1038
SELIGA,1038
TOBOLSKA,1038
TUTAJ,1038
ŁUBA,1037
PALUSZEK,1037
SKOP,1037
WOREK,1037
BOJAR,1036
CHLUDZIŃSKA,1036
MIKUCKA,1036
JANUSZEK,1035
SOŁOWIEJ,1035
ZUB,1035
CZERNIEJEWSKA,1034
ŁABA,1034
PŁOCHOCKA,1034
BOIKO,1033
GOŁUCH,1033
RZOŃCA,1033
CAŁA,1032
JEZNACH,1032
KOMARNICKA,1032
BARCIK,1031
KOZINA,1031
MIESZCZAK,1031
PAWLICA,1031
STĘPNIK,1031
WOJTANOWSKA,1031
SANECKA,1030
ZIEMIAŃSKA,1030
KIERZEK,1029
NATKANIEC,1029
SZEFER,1029
GŁOWALA,1028
JONCZYK,1028
ANTKIEWICZ,1027
BAGROWSKA,1027
KASZUBSKA,1027
ŁUSZCZEK,1027
PLEWIŃSKA,1027
SKURA,1027
SMOTER,1027
WOJNA,1027
CHRUŚCIŃSKA,1026
DZIERŻANOWSKA,1026
GRZĄDZIEL,1026
NIZIO,1026
JURECKA,1025
KARGUL,1025
SAPIŃSKA,1025
ZWIERZ,1025
CEGLARSKA,1024
DYJAK,1024
JÓŹWICKA,1024
SMYCZEK,1024
WIJAS,1023
GOŹDZIEWSKA,1022
IWANOWICZ,1022
JĘDRUSIK,1022
KOCEMBA,1022
CHĄDZYŃSKA,1021
MUSIK,1021
ABRAMOWSKA,1020
KĘSICKA,1020
MAC,1020
STEFAN,1020
GLIWA,1019
GRZEGRZÓŁKA,1018
PAPIERZ,1018
KRZANOWSKA,1017
MADEJCZYK,1017
PAŚKO,1017
WINTER,1017
CICHOWICZ,1016
POPIELA,1016
SIENIAWSKA,1016
ZYCHOWICZ,1016
DRZYZGA,1015
FURMAŃCZYK,1015
IVANOVA,1015
SZCZUPAK,1015
SZUMOWSKA,1015
CHORZĘPA,1014
DYRCZ,1014
NAREWSKA,1014
BAJEK,1013
DOŁĘGOWSKA,1013
JÓZEFOWSKA,1013
PODLASKA,1013
CHROBOK,1012
MACHNICKA,1012
MĘŻYK,1012
OLESZKIEWICZ,1012
PIASECZNA,1012
NIŻNIK,1011
OPIELA,1011
PRUSZKOWSKA,1011
WILGA,1011
BŁACHNIO,1010
CIOCH,1010
POSTEK,1010
DZIĘGIEL,1009
PLEWKA,1009
PŁOSKA,1009
POCIASK,1009
TYSZKO,1009
BILICKA,1008
HRYNIEWICKA,1008
KOMOREK,1008
SAWKA,1008
MIŚTA,1007
SZABELSKA,1007
WOŁOWSKA,1006
BECKER,1005
IWASZKIEWICZ,1005
JUST,1005
PSIUK,1004
SŁAWEK,1004
BRYJA,1003
BULA,1002
MIKLASZEWSKA,1002
BIAŁCZAK,1001
GROCHALA,1001
KORZEC,1001
MADALIŃSKA,1001
MATYJASIK,1001
PIEPRZYK,1001
MOLIŃSKA,1000
RAJCHEL,1000
SZAŁEK,1000
WERESZCZYŃSKA,1000
BŁAWAT,999
DUSZAK,999
GROCHOLSKA,999
MATUSZKIEWICZ,999
POLANOWSKA,999
POZORSKA,999
RĄCZKOWSKA,999
CZYSZCZOŃ,998
PIKULSKA,998
BURAS,997
GNIEWEK,997
JABŁONKA,997
ŁABĘCKA,997
PASIŃSKA,997
RADEK,997
SATERNUS,997
ZAGAJEWSKA,997
CELEJ,996
JACHYM,996
KOLANOWSKA,996
WOJTYCZKA,996
CZERNY,995
DYBEK,995
BRANICKA,994
KAMECKA,994
KOTLARSKA,994
NAUMOWICZ,994
SZOŁTYSIK,994
WARDZIŃSKA,993
BYLICA,992
MAJCHROWICZ,992
SAWICZ,992
STOLC,992
SZCZECINA,992
MACZUGA,991
MISZTELA,991
PRUSACZYK,991
STEPNOWSKA,991
CIĘŻKA,990
POPKO,990
SHEVCHENKO,990
MALARZ,989
OSTOJSKA,989
DENIS,988
DULSKA,988
NAPIERAJ,988
KAWAŁEK,987
CZUB,986
JĘDRYSIAK,986
KIN,986
MATERNA,986
OSAK,986
POROWSKA,986
STEFANEK,986
SZYNAL,986
ŻMUDZIŃSKA,986
BĄBA,985
CIUPEK,985
DYMIŃSKA,985
RABENDA,985
RĘKAWEK,985
SADECKA,985
KOMOSA,984
ŁOZA,984
MACURA,984
NASKRĘT,984
BERNACIAK,983
GLEŃ,983
KRZYKOWSKA,983
MICHAŁKIEWICZ,983
OWCZARZ,983
WILAMOWSKA,983
KOŁCZ,982
OBUCHOWSKA,982
SUCHARSKA,982
DYDUCH,981
GALEWSKA,980
KUPISZ,980
MIKOŚ,980
RĘBACZ,980
KORCZYK,979
LATKOWSKA,979
GOLIS,978
JANCZURA,978
JASKOT,978
KULEJ,978
KUŹMICKA,978
KWAS,978
OLECHNOWICZ,978
RUTKIEWICZ,978
WOJTYNIAK,978
NAJDER,977
STODULSKA,977
KOROLCZUK,976
MIERZYŃSKA,976
BŁACHOWICZ,975
DAMPC,975
MARKUSZEWSKA,975
OSIKA,975
TARASEWICZ,975
BEDNARCZUK,974
EKIERT,974
GOSTKOWSKA,974
CZERWIK,973
DAŁEK,973
POPCZYK,973
SIATKOWSKA,973
SŁOMCZYŃSKA,973
TALARCZYK,973
DOMALEWSKA,972
FIEDOR,972
GĘBICKA,972
ROGACZEWSKA,972
SEROCZYŃSKA,972
CZEKAŃSKA,971
POLACZEK,971
ROSOŁOWSKA,971
STRĘK,971
TOPOROWSKA,971
SEROKA,970
STANISŁAWCZYK,970
TARASZKIEWICZ,970
KRZESZEWSKA,969
MIKLAS,969
MRÓZEK,969
OCHMAŃSKA,969
RYCZKOWSKA,969
CIEŚLICKA,968
DEMIANIUK,968
BECZEK,967
LASAK,967
RADKIEWICZ,967
WANTUCH,967
DAWIDZIUK,966
JASKÓŁKA,966
KASZEWSKA,966
MARTYNA,966
TALAR,966
WALKOWICZ,966
CIEŚLUK,965
PAZDAN,965
MIAZEK,964
NOWOK,964
SIWICKA,964
KIELISZEK,963
ŁYCZKO,963
PIORUN,963
PRZYDATEK,963
RĄPAŁA,963
CEGŁOWSKA,962
GROCHULSKA,962
GUZIŃSKA,962
JADACH,962
KACHNIARZ,962
KULPIŃSKA,962
KUSAK,962
ŁAKOMIEC,962
KORDAS,961
MOLIK,961
WICIK,961
NAJDEK,960
SERWIN,960
WODNICKA,960
MATUSZ,959
ŚCISŁOWSKA,959
TYLKA,959
CHLIPAŁA,958
MIANOWSKA,958
STAROWICZ,958
WACŁAWSKA,958
JAGUSIAK,957
KIESZKOWSKA,957
WAŁĘGA,957
GROCHOCKA,956
MODLIŃSKA,956
SONDEJ,956
SUCHOMSKA,956
JORDAN,955
ŁUKASZYK,955
MĄDRY,955
OLKIEWICZ,955
FUDALA,954
KUŚMIREK,954
NITECKA,954
STALA,954
SUTKOWSKA,954
KWOKA,953
SITAREK,953
SZAFARCZYK,953
ZAWIŁA,953
BOGUS,952
BRONISZ,952
GLAPA,952
KOSIERADZKA,952
KUSY,952
PLOCH,952
STRACH,952
KUBISIAK,951
MALESZEWSKA,951
WOJNAROWICZ,951
CZYŻAK,950
FILIPSKA,950
KADŁUBOWSKA,950
STASZCZAK,950
ŚWIĄTCZAK,950
BORÓWKA,949
JEŻAK,949
MACIĄŻEK,949
POCHEĆ,949
DANILEWICZ,948
MARIAŃSKA,948
RYBAKOWSKA,948
STRASZEWSKA,948
STRZĘPEK,948
ARNDT,947
BARTOSIŃSKA,947
KONOPIŃSKA,947
CHWIAŁKOWSKA,946
DZIDA,946
KIRAGA,946
PAWEŁCZAK,946
SMOLIK,946
GMEREK,945
JAGUŚ,945
KALUS,945
KAŁUZIŃSKA,945
LEŚKIEWICZ,945
PAZIEWSKA,945
REDA,945
WIEJAK,945
BAJKOWSKA,944
DOMINICZAK,944
KORYCIŃSKA,944
ŁASZKIEWICZ,944
PAWIŃSKA,944
SOPEL,944
ŚWITOŃ,944
GLUZA,943
JEZIOREK,943
KAMIONKA,943
SZUMIŃSKA,943
TARAS,943
BOSEK,942
HOJKA,942
KOMOR,942
MAŁYSZKO,942
BALON,941
BRYŁKA,941
BUŁAT,941
ELIASZ,941
MULARSKA,941
PALMOWSKA,941
SKROBISZ,941
CHUDEK,940
GLINIECKA,940
HRYCIUK,940
MAJCZAK,940
PODYMA,940
STRÓZIK,940
ZGODA,940
CHROSTEK,939
DESKA,939
GRUNWALD,939
KILIŃSKA,939
KRÓLICKA,939
STEFANIK,939
ZAŁOGA,939
ZAPOTOCZNA,939
ZIARKOWSKA,939
ZYBAŁA,939
KACPROWICZ,938
KUCZA,938
LORENZ,938
MILEWICZ,938
REWERS,938
BRACH,937
GARBARCZYK,937
LEGUTKO,937
PAPAJ,937
PIEKUTOWSKA,937
POPRAWSKA,937
STASZEK,937
BRZĘCZEK,936
CIESZKOWSKA,936
SOBKOWICZ,936
SYKUŁA,936
KUDLIŃSKA,935
NIZIŃSKA,935
FRANEK,934
GZIK,934
KRUSZYNA,934
NIEDBALSKA,934
SKROBEK,934
SZOLC,934
ARENT,933
KORECKA,933
PODGÓRNA,933
SZYMASZEK,933
TCHÓRZ,933
BAJERSKA,932
CUDAK,932
KAJDA,932
SAJ,932
SITNIK,932
ANISZEWSKA,931
BIGUS,931
KOLBUSZ,931
KOPCIŃSKA,931
KORSAK,931
PAŁUBICKA,931
STATKIEWICZ,931
ŚCIGAŁA,931
DROŻDŻYŃSKA,930
IGIELSKA,930
KONCEWICZ,930
LASECKA,930
PAWLAS,930
RÓJ,930
TEODORCZYK,930
PYRKA,929
ZALAS,929
BABIAK,928
BŁĘDOWSKA,928
KOWALEWICZ,928
KRYGER,928
LIZOŃ,928
POPIS,928
SZUSZKIEWICZ,928
BIELAS,927
BORZYSZKOWSKA,927
CIECHOMSKA,927
GŁUSZAK,927
GUMOWSKA,927
JARUGA,927
LALIK,927
LENDZION,927
LEŚNA,927
NIEPSUJ,927
NOGALSKA,927
POŁCZYŃSKA,927
SIEROCKA,927
TRYBUŁA,927
KALISZUK,926
MIZIOŁEK,926
SZYMALA,926
WAWRZYŃSKA,926
GRZEŚKIEWICZ,925
PRUŚ,925
RADZKA,925
ZDYBEL,925
PIASTA,924
PIECZARA,924
POLEK,924
SKULSKA,924
KĘSY,923
KNITTER,923
KOŚCIAŃSKA,923
KUCZ,923
MAIK,923
NICZYPORUK,923
SIEMBIDA,923
ZACHARIASZ,923
DOBIJA,922
FABIAŃSKA,922
KAŁUSKA,922
ROSŁANIEC,922
SŁABA,922
SZYMICZEK,922
WALCZEWSKA,922
WOJTYNA,922
GOGOLEWSKA,921
WITAK,921
BEKIER,920
DWORZYŃSKA,920
NOWACZEK,920
PONIKOWSKA,920
SEREMAK,920
UCHMAN,920
ADLER,919
HILDEBRANDT,919
HOŁOWNIA,919
KUPIŃSKA,919
MISIEK,919
PRZEWOŹNIK,919
KARBOWNICZEK,918
LEŚNIEWICZ,918
MATOGA,918
OWSIANKA,918
BRYCH,917
ĆWIERTNIA,917
KUBASIK,917
WAWROWSKA,917
CHOMICKA,916
DANIELCZYK,916
JARCZYŃSKA,916
KŁOPOTOWSKA,916
LIPCZYŃSKA,916
MARCHEL,916
PŁOSKONKA,916
PRUCNAL,916
SUSZYŃSKA,916
TRYBA,916
TYLKOWSKA,916
MOLĘDA,915
SZOZDA,915
BAŁUT,914
BRONK,914
POLOWCZYK,914
ROSZCZYK,914
SUWALSKA,914
TOMASIEWICZ,914
DULIŃSKA,913
GRYGORUK,913
KOBA,913
ŁUBIŃSKA,913
PODSTAWKA,913
SZLAGA,913
ŚLEDZIEWSKA,913
KAROLCZYK,912
SOĆKO,912
CZYŻYK,911
FIL,911
KMIOTEK,911
RELIGA,911
SKORUPIŃSKA,911
UZNAŃSKA,911
WANDZEL,911
GORYL,910
MIGDALSKA,910
PODLEŚNA,910
GAJOWNICZEK,909
GRZENKOWICZ,909
ORKISZ,909
PIASEK,909
TRZNADEL,909
FREJ,908
KACA,908
KORNAS,908
MIARKA,907
WAGA,907
FEDEROWICZ,906
KIEŁBOWICZ,906
KROGULEC,906
ŁOPACIŃSKA,906
NIWIŃSKA,906
SMYKOWSKA,906
ŚWIERKOWSKA,906
WYCHOWANIEC,906
ZMUDA,906
BUDNY,905
SĘDŁAK,905
SIERZPUTOWSKA,905
CIUPIŃSKA,904
KRZEMPEK,904
SANOCKA,904
SKRZEK,904
ŻELICHOWSKA,904
CZOGAŁA,903
HERBUT,903
KRZESZOWSKA,903
PAWLICZEK,903
SKWARCZYŃSKA,903
SUPIŃSKA,903
SZPONAR,903
TWORKOWSKA,903
NIERADKA,902
OLEWIŃSKA,902
PERZYŃSKA,902
RYCHEL,902
ŚWIST,902
ZYGADŁO,902
BONDAR,901
BUGAŁA,901
KORNATOWSKA,901
KUŹMICZ,901
ŁYŻWA,901
PĘDZICH,901
GRYGIER,900
MAJCHEREK,900
MŁODZIANOWSKA,900
OŁDAKOWSKA,900
BIELAWA,899
KASPERKIEWICZ,899
ŁOBODZIŃSKA,899
ROSZYK,899
TOPCZEWSKA,899
GONTAREK,898
JURAK,898
ŁAKOMY,898
OPOKA,898
SMULSKA,898
TYRKA,898
ZIMNOCH,898
FLUDER,897
JOACHIMIAK,897
KOZANECKA,897
KRYSZAK,897
WOJTECKA,897
BIELEWICZ,896
BONISŁAWSKA,896
IWANIAK,896
KUSIŃSKA,896
LATOSIŃSKA,896
LUDWICKA,896
PAŹ,896
SMOLEŃSKA,896
WAWRZAK,896
BRYCHCY,895
CHODAKOWSKA,895
GROT,895
KOŚLA,895
TOMKOWIAK,895
WYDRZYŃSKA,895
BARTOŃ,894
BRATKOWSKA,894
DOBRZENIECKA,894
IWASZKO,894
MOŃKA,894
WĘGLEWSKA,894
WŁOSEK,894
FIGAS,893
GASIŃSKA,893
PASOŃ,893
ROMANIK,893
STASIOWSKA,893
SUJKA,893
SUMARA,893
BOŻYK,892
KRAŚNICKA,892
KUNIKOWSKA,892
WĄŻ,892
WILUSZ,892
ANTOŃCZYK,891
DORSZ,891
DZIURZYŃSKA,891
KOCHANOWICZ,891
OLSZOWY,891
PERZYNA,891
ŚWIEBODA,891
BIDZIŃSKA,890
DOMACHOWSKA,890
GODYŃ,890
GÓRCZAK,890
KUS,890
ROLNIK,890
SZKOP,890
WORONOWICZ,890
KORNILUK,889
RUCHAŁA,889
CUPER,888
DRELICH,888
GALIK,888
WRZOS,888
ZIOBROWSKA,888
MANIECKA,887
PIECZYKOLAN,887
SHEVCHUK,887
SKIERSKA,887
GRAF,886
IGNASZAK,886
SZAJNA,886
BARTOSZUK,885
BORCZYK,885
BUJOK,885
JARZYNKA,885
JĘDRYCHOWSKA,885
ŁEPKOWSKA,885
MUNIAK,885
STEMPIEŃ,885
SZYMCZUK,885
ZAWIEJA,885
FAJFER,884
KACAŁA,884
KOSTRUBIEC,884
MACIEJCZAK,884
MAKARA,884
NEUMAN,884
BRULIŃSKA,883
DURSKA,883
JOKIEL,883
KOSTUCH,883
ŁEMPICKA,883
PUCEK,883
SIELICKA,883
SZYBIAK,883
ZIMOŃ,883
MAROŃ,882
TRUCHAN,882
JAKÓBCZAK,881
MIKOSZ,881
NOWARA,881
OPOLSKA,881
PONICHTERA,881
TYMOSZUK,881
WINIAREK,881
HAJDUGA,880
KAŁA,880
MATELSKA,880
UCIŃSKA,880
BETLEJ,879
CISZAK,879
JASZEWSKA,879
MARCOL,879
MITKA,879
OSMAŃSKA,879
TRZEŚNIEWSKA,879
BANDURSKA,878
CZUBEK,878
FILAR,878
KOPANIA,878
KOVAL,878
MAGNUSZEWSKA,878
SZADY,877
MICHALEWSKA,876
SZCZĘSNY,876
SZKLARCZYK,876
WALECKA,876
CAŁUS,875
CIBA,875
KAZNOWSKA,875
KORNECKA,875
KOVALENKO,875
MAINKA,875
MOŻEJKO,875
SULIŃSKA,875
SZAŁAŃSKA,875
SZENDZIELORZ,875
TUSIŃSKA,875
ZAORSKA,875
SOKAL,874
ZADROGA,874
BULIK,873
ŁYSEK,873
PIETRASZ,873
PIETRYGA,873
RUTYNA,873
SKARBEK,873
DOBIES,872
GRADZIK,872
ŁOWICKA,872
MAKUŁA,872
PACAK,872
PAPROTA,872
POTĘPA,872
ŻELECHOWSKA,872
BIELAŃSKA,871
DŁUGOKĘCKA,871
KAPUŚNIAK,871
PISKOREK,871
SŁODKOWSKA,871
AFTYKA,870
CHARKIEWICZ,870
JACAK,870
RYŁKO,870
ARCHACKA,869
BIŃCZYK,869
GODULA,869
LINEK,869
OLEKSIUK,869
PRZYBYCIEŃ,869
BARYLSKA,868
LISIŃSKA,868
LOCH,868
JĘDRZEJEK,867
LABUS,867
ŁAPKA,867
SIWIAK,867
SYLWESTRZAK,867
WOJTAN,867
KOJDER,866
KRZYWDZIŃSKA,866
LESIUK,866
POLEWSKA,866
ZIEMNIAK,866
BRONIKOWSKA,865
FABIŚ,865
KAMROWSKA,865
KOHUT,865
KUŹNIEWSKA,865
STELMASZYK,865
SZTORC,865
WOJTASIAK,865
BERG,864
CIEPŁA,864
GDANIEC,864
SUS,864
BAKUN,863
DEPCZYŃSKA,863
PAJDA,863
SŁAWSKA,863
SPŁAWSKA,863
ŚWITEK,863
WIECHEĆ,863
AMBROŻY,862
AUGUŚCIK,862
CHACIŃSKA,862
CHMURZYŃSKA,862
HERMANN,862
OSADNIK,862
PARA,862
ROMAŃCZYK,862
SIMON,862
SMOK,862
WIDZ,862
KAZIMIERCZUK,861
ORCZYKOWSKA,861
WĘGIEL,861
WITA,861
ZDUNIAK,861
DYMKOWSKA,860
FRANCUZ,860
KISIELEWICZ,860
MARCINIUK,860
PAJEWSKA,860
SINGH,860
SMOLARZ,860
WACHNIK,860
CENTKOWSKA,859
GRZECHOWIAK,859
LAMPARSKA,859
MEJER,859
SOSZKA,859
STANICKA,859
CHĘĆ,858
GAWENDA,858
GOJ,858
HIBNER,858
KAŁKA,858
PALUS,858
PIELAK,858
SIERACKA,858
ZŁOTKOWSKA,858
JARMOŁOWICZ,857
KAWALA,857
KOŚKA,857
OLCHAWA,857
SAMBOR,857
SĘDZIAK,857
BANIAK,856
FUKS,856
JANIGA,856
KRASICKA,856
MOCZYDŁOWSKA,856
SZLĘK,856
DRWAL,855
KANTORSKA,855
KORBEL,855
PURZYCKA,855
WITAS,855
BUKOWIEC,854
CHLEBEK,854
HENDZEL,854
SŁOMIAN,854
WEŁNA,854
WŁODAREK,854
ZEMAN,854
FRAŃCZAK,853
GAŃKO,853
JAKIMOWICZ,853
PACUŁA,853
PANFIL,853
PASIECZNA,853
ANUSZKIEWICZ,852
GĄSIEWSKA,852
GONTARCZYK,852
HANDZEL,852
KOBOS,852
ZĘBALA,852
DREWNOWSKA,851
GAWĘCKA,851
KIELAN,851
LESZKO,851
ŁACIAK,851
STERNAL,851
WASIŃSKA,851
FLORKIEWICZ,850
KOTWICKA,850
PAZIO,850
POSŁUSZNA,850
SZCZESNA,850
ZUBA,850
DĘBKOWSKA,849
KROLL,849
KRZEWSKA,849
BINKIEWICZ,848
GOSŁAWSKA,848
MOĆKO,848
OŻAROWSKA,848
BOROWCZAK,847
BRZOSKA,847
CHEŁMINIAK,847
CIERPIAŁ,847
DOLATOWSKA,847
GOCH,847
KRZOS,847
SOPATA,847
SZPILA,847
JARCZYK,846
MOCH,846
SYCH,846
DZIDO,845
KOJ,845
MATWIEJCZUK,845
WIDUCH,845
ZADWORNA,845
CIARKOWSKA,844
FAŁEK,844
GORZKIEWICZ,844
GRALEWSKA,844
HAŁASA,844
KONSEK,844
KORNELUK,844
SZARZYŃSKA,844
KLIMCZUK,843
LEWANDOWICZ,843
RUDY,843
SIDORUK,843
SOBIESIAK,843
WOŁOWICZ,843
ABRAMEK,842
DZIOBA,842
MIROCHA,842
OLEKSIEWICZ,842
RYMARZ,842
RZĄDKOWSKA,842
STRUK,842
SZURGOT,842
DOBROSIELSKA,841
MANOWSKA,841
MIELCARZ,841
STOCH,841
SZELEST,841
BAŁAZY,840
GOLUCH,840
KAJZER,840
ŚLEZIAK,840
ŚMIETANKA,840
WIŃSKA,840
BALCEROWSKA,839
DRĄŻKOWSKA,839
NOWOTARSKA,839
NYGA,839
SIEKIERA,839
WITOS,839
KUBOWICZ,838
PALIGA,838
SEREK,838
MODRZYŃSKA,837
NIKODEM,837
SZYMANOWICZ,837
WALUS,837
CHRZĄSTEK,836
JÓZWIAK,836
MATCZUK,836
PILICHOWSKA,836
POWIERŻA,836
RDUCH,836
SAJA,836
KOZAKOWSKA,835
LATAWIEC,835
MASZTALERZ,835
PERKA,835
RDZANEK,835
SZARMACH,835
FLISIKOWSKA,834
HEJDUK,834
JURCZUK,834
RYKAŁA,834
STANIASZEK,834
MYSŁEK,833
SIEMIANOWSKA,833
BIEGAJ,832
BRAŃKA,832
GAJDZIK,832
JANKOWICZ,832
NIKLAS,832
ONISZCZUK,832
ROGOWICZ,832
SKIBNIEWSKA,832
SOKÓLSKA,832
GAD,831
MACHNIO,831
POCZĄTEK,831
WITKIEWICZ,831
ANDERS,830
FIGARSKA,830
KWAK,830
TROCKA,830
WALENDZIK,830
BUTRYN,829
GNAT,829
IRZYK,829
IWAŃCZUK,829
SOSIN,829
ZIEMBICKA,829
ANTAS,828
CHUDZICKA,828
GROMALA,828
PTASZNIK,828
SZWAJA,828
EWERTOWSKA,827
LUBERDA,827
POCHOPIEŃ,827
PRZEWŁOCKA,827
RYSZKOWSKA,827
BOCHNAK,826
BOLESTA,826
BUCHOLC,826
HAJDA,826
KLUCZEWSKA,826
MITRĘGA,826
MACHALSKA,825
SZCZODROWSKA,825
TOMAS,825
WIT,825
BUCHWALD,824
LINDNER,824
NIESTRÓJ,824
TARASEK,824
ŁAWECKA,823
SIWA,823
ŚLĘCZKA,823
WYROBEK,823
BOCHEN,822
BRUSKA,822
CIEĆWIERZ,822
LEŚKO,822
MADERA,822
MAŁOTA,822
MATEUSIAK,822
MUC,822
WIKA,822
CHACHUŁA,821
DUBAJ,821
DZIADKOWIEC,821
JANASZEK,821
KAWULA,821
KOCHMAN,821
KOŁACKA,821
KRAJ,821
LASZUK,821
POŻOGA,821
SOKULSKA,821
THIEL,821
WOŁCZYK,821
WYSZOMIERSKA,821
GABRIEL,820
KAWAŁKO,820
OLSZOWA,820
OZDOBA,820
SOŃTA,820
DZIWISZ,819
JAKIMIUK,819
JAŁOWIECKA,819
KAŹMIERCZYK,819
KUZIOŁA,819
ŁUBKOWSKA,819
OCHAŁ,819
RODZEŃ,819
STROIŃSKA,819
STYPA,819
CHEŁMIŃSKA,818
KABZIŃSKA,818
MATUSZYK,818
TROSZCZYŃSKA,818
WANIEK,818
ZAWALSKA,818
KAFEL,817
KARWOT,817
LEJMAN,817
LESZEK,817
OKUNIEWSKA,817
SACHARCZUK,817
CIUPKA,816
CZUPRYNIAK,816
DOMBEK,816
DUBAS,816
KIM,816
KOTALA,816
MAJDAK,816
OSUCHOWSKA,816
PRÓCHNIAK,816
WALASIK,816
BŁAUT,815
GOŁUŃSKA,815
JURGIELEWICZ,815
MOTYLEWSKA,815
OGRODOWSKA,815
OSTAPOWICZ,815
POLCYN,815
PYCH,815
RUDOWSKA,815
SERWA,815
STRUSKA,815
BONDYRA,814
BURCZYŃSKA,814
ŁYCZKOWSKA,814
MUCHOWSKA,814
NOREK,814
OPIOŁA,814
ZACHWIEJA,814
BARANIECKA,813
KOŁOSOWSKA,813
MICHNIAK,813
PACAN,813
PIÓREK,813
PRZYCHODZEŃ,813
RYKACZEWSKA,813
CHODKIEWICZ,812
HADRYŚ,812
OWSIAK,812
REJNIAK,812
SZKODA,812
WŁODARZ,812
KĄKOLEWSKA,811
KONOPA,811
ŁUC,811
NAJMAN,811
ŚMIESZEK,811
BYSTRZYCKA,810
KANCLERZ,810
WATRAS,810
BAKALARSKA,809
FRĄCZKOWSKA,809
SMĘTEK,809
SROGA,809
TLAŁKA,809
BEREDA,808
BIELEŃ,808
PACZUSKA,808
TEPER,808
BITNER,807
CZAPKA,807
CZERNIECKA,807
GROŃ,807
JAKUBASZEK,807
CIEPLIK,806
GAWORSKA,806
GŁOS,806
KUNC,806
MADAJ,806
GRZEGORSKA,805
KIJANKA,805
MIĘTKIEWICZ,805
NALEPKA,805
BAJON,804
DĄBSKA,804
KOZIEJ,804
LICHOŃ,804
MAKARSKA,804
OLECHNO,804
PINKOWSKA,804
SŁUPEK,804
KIJAS,803
KMAK,803
LIGAS,803
MANKIEWICZ,803
PACHOLEC,803
RAMOTOWSKA,803
STYPUŁA,803
SZULCZEWSKA,803
WIELEBA,803
ZAGRODZKA,803
DANECKA,802
LESZCZYK,802
MASIAK,802
NARKIEWICZ,802
SIEJA,802
STOBIECKA,802
BEREŚ,801
BUŁAWA,800
CIELUCH,800
LANGA,800
