Nawisko aktualne,Liczba
USZYŃSKI,1110
WAL,1110
ZUB,1110
EJSMONT,1109
RAMS,1109
RĘKAS,1109
RZOŃCA,1109
ULANOWSKI,1109
CIEPIELA,1108
JACKOWIAK,1108
MUSIAŁOWSKI,1108
BĘTKOWSKI,1107
GOSK,1107
SZCZECH,1107
SZUL,1107
WOREK,1107
CHABROS,1106
GROMADA,1106
JACZEWSKI,1106
KARASZEWSKI,1106
OLEJARCZYK,1106
SKURA,1106
WOJNA,1106
BĄBA,1104
BURAS,1104
KLIMIUK,1104
KOTKOWSKI,1104
CZERNICKI,1103
KAMIEŃSKI,1103
GRZEGRZÓŁKA,1102
SZYPULSKI,1102
CZYSZCZOŃ,1101
JANUSZEK,1101
STUDNICKI,1101
GRABEK,1100
JOŃSKI,1100
GAWLAS,1099
KOMARNICKI,1099
PAPIERZ,1099
PODRAZA,1099
ŁUKA,1098
ŚWIDZIŃSKI,1098
CELEJ,1097
DRAGON,1097
FERENS,1097
KAPCZYŃSKI,1097
RAJ,1097
SIENNICKI,1097
SŁABOŃ,1097
ZIMA,1097
MANIAK,1096
SELIGA,1096
SZOTA,1096
WIELOCH,1096
CIECHANOWICZ,1095
ŁABA,1095
MENDYK,1095
MICEK,1095
HOŁUB,1094
KRZYSIAK,1094
ŚWIERC,1094
JACHIMOWSKI,1093
KLASA,1093
NAPIERAJ,1093
SZCZYPIOR,1093
TURCZYŃSKI,1093
ZDUN,1093
FISCHER,1092
SMOŁKA,1092
ALBRECHT,1091
JAROSZYŃSKI,1091
PARUCH,1091
SŁAWEK,1091
BARA,1090
BIGAJ,1090
HABER,1090
LISIEWICZ,1090
RODZIK,1090
WITECKI,1090
HARASIMOWICZ,1089
STRYCZEK,1089
BARCIK,1088
FALIŃSKI,1088
JÓZEFOWSKI,1088
STOLC,1088
ZAMORSKI,1088
HRYNIEWICKI,1087
JĘDRYKA,1087
OLIINYK,1087
POSTEK,1087
KŁECZEK,1086
MAŁYSKA,1086
GRZESIUK,1085
JABŁONKA,1085
WOLSZCZAK,1085
WRZEŚNIEWSKI,1085
BRYJA,1084
FUDAŁA,1084
GRZONKA,1084
LATAŁA,1084
MARKUSZEWSKI,1084
MIESZCZAK,1084
PAŚKO,1084
WILGA,1084
FRANK,1083
BEDNORZ,1082
BERENT,1082
KARGUL,1082
WRONOWSKI,1082
ANTOSIAK,1081
DONIEC,1081
FORNALCZYK,1081
KALINA,1081
LENCZEWSKI,1081
SZYNAL,1081
MALEWSKI,1080
PRUSZKOWSKI,1080
TOMICZEK,1080
CEGLARSKI,1079
HETMAN,1079
KAPTUR,1079
MAC,1079
STĘPNIK,1079
DAMPC,1078
GRZĄDZIEL,1078
JEZIOROWSKI,1078
ŁYSIK,1077
PASIERB,1077
ZIEMSKI,1077
JARCZEWSKI,1076
KRAMEK,1076
POPIELA,1076
RUTECKI,1076
SIERANT,1076
TKACHENKO,1076
TKACHUK,1076
KOPACKI,1075
MAJCHERCZYK,1075
NIZIO,1075
WOJTANOWSKI,1075
SKOP,1074
CIĘŻKI,1073
PŁOSKI,1073
JURECKI,1072
POLITOWSKI,1072
RĄPAŁA,1072
ZAPOTOCZNY,1072
CHLUDZIŃSKI,1071
CZERNY,1071
KNOPIK,1071
LIPNICKI,1071
SZTUKA,1071
CHROBOK,1070
KLUKOWSKI,1070
OKRASA,1070
KUCZMA,1069
POPKO,1069
RZEPKOWSKI,1069
SYGUŁA,1069
TYSZKO,1069
BARGIEL,1068
KORDOWSKI,1068
BŁACHNIO,1067
JACHOWICZ,1067
KAWAŁEK,1067
ŁUKASZEK,1067
TOBOLSKI,1067
CIOCH,1066
KĘSY,1066
KONIECZKO,1066
MACZUGA,1066
PRUSIŃSKI,1066
PSIUK,1066
SMOTER,1066
MADEJCZYK,1065
SAWIŃSKI,1065
TRZEBIATOWSKI,1065
ABRAMOWSKI,1064
WIDAWSKI,1064
BANASZEWSKI,1063
AKSAMIT,1062
JACEWICZ,1062
PLEWKA,1062
SZMIGIELSKI,1062
GOLIS,1061
PODLASKI,1061
ZAŁĘCKI,1061
DZIĘGIEL,1060
KIERZEK,1060
ROGIŃSKI,1060
JACHYM,1059
JĘDRUSIK,1059
KIELISZEK,1059
ROSOŁOWSKI,1058
STRYJEWSKI,1058
SZEFER,1058
ZIENTARA,1057
CIUPEK,1056
GLIWA,1056
DŁUŻNIEWSKI,1055
FURMAŃCZYK,1055
WALKOWICZ,1055
CHUDEK,1054
DRĄŻKIEWICZ,1054
KĘSICKI,1054
NAREWSKI,1054
SZCZECINA,1054
CZUB,1053
KANIOWSKI,1053
ŁEBEK,1053
SZUMOWSKI,1053
BENTKOWSKI,1052
DUSZAK,1052
MRÓZEK,1052
NATKANIEC,1052
RYCZKOWSKI,1052
IWANOWICZ,1051
KOBYLAŃSKI,1051
KULPIŃSKI,1049
SNARSKI,1049
CHLIPAŁA,1048
CHRUŚCIŃSKI,1048
BERNACIAK,1047
KORZEC,1047
MĘŻYK,1047
PIASECZNY,1047
ŚWITOŃ,1047
TRUSZCZYŃSKI,1047
WILAMOWSKI,1047
BILICKI,1046
DAŁEK,1046
DOMALEWSKI,1046
BAJEK,1045
DEMIANIUK,1045
DERLATKA,1045
KASZUBSKI,1045
LUDWIG,1045
SYTA,1045
DERKACZ,1044
POCHEĆ,1044
SAWKA,1044
WAŁĘGA,1044
BEM,1043
CZERNIEJEWSKI,1043
ŻURAW,1043
KIEŁKOWSKI,1042
KRZANOWSKI,1042
KUPISZ,1042
OLESZKIEWICZ,1042
URBANIEC,1042
ANTKIEWICZ,1041
DUNAJSKI,1041
DYRCZ,1041
RĘBACZ,1041
TALARCZYK,1041
CZERWIK,1040
KOMOR,1039
SOŁOWIEJ,1039
ŁAKOMIEC,1038
OGIŃSKI,1038
POCIASK,1038
ROGACZEWSKI,1038
LEŚNY,1037
MIKUCKI,1037
OSAK,1037
PAZDAN,1037
KUŚMIREK,1036
LASOCKI,1036
SEROKA,1036
BARTECKI,1034
GLEŃ,1034
GŁOWALA,1034
KOMOREK,1034
NIŻNIK,1034
NOWORYTA,1034
STRÓZIK,1034
DOŁĘGOWSKI,1033
KAMPA,1033
SIATKOWSKI,1033
WOJNICKI,1033
CZERNEK,1032
GALEWSKI,1032
GROCHALA,1032
MIŚTA,1032
MOLIŃSKI,1032
TRYBUS,1032
KAISER,1031
MARKS,1031
GOŹDZIEWSKI,1030
OWCZARZ,1030
TARASZKIEWICZ,1030
CICHOWICZ,1029
FELIKS,1029
JĘDRYSIAK,1029
TYLKA,1029
WOJCIECHOWICZ,1029
WYSZKOWSKI,1028
KORCZYK,1027
LEŚKIEWICZ,1027
NASKRĘT,1027
WIJAS,1027
ADAM,1026
DYDUCH,1026
HRYCIUK,1026
JEZNACH,1026
KWAS,1026
PRUSACZYK,1026
RABENDA,1026
SZAFRANEK,1026
KOZINA,1025
ŁABĘCKI,1025
MIAZEK,1025
MIKOŚ,1025
TARASEWICZ,1025
KOCEMBA,1022
OSIKA,1022
PIORUN,1022
REWERS,1022
BAGROWSKI,1021
MUSIK,1021
RADEK,1021
RĄCZKOWSKI,1021
STEFAN,1021
STODULSKI,1021
BYLICA,1020
DYBEK,1020
KOSZEWSKI,1020
MATYJASIK,1020
RAJCHEL,1020
CIEŚLUK,1018
JEŻAK,1018
DRZYZGA,1017
PIEPRZYK,1017
PIKULSKI,1017
BŁAWAT,1016
CHĄDZYŃSKI,1016
MADALIŃSKI,1016
SZCZUPAK,1016
ZASTAWNY,1016
PLEWIŃSKI,1015
SANECKI,1014
BABIAK,1013
GNIEWEK,1013
NAJDER,1013
OSTOJSKI,1013
SADECKI,1013
SIENIAWSKI,1013
CHORZĘPA,1012
KULEJ,1012
KWOKA,1012
SZAŁEK,1012
WANTUCH,1012
DZIERŻANOWSKI,1011
KIEŁBOWICZ,1011
MODLIŃSKI,1010
OPIELA,1010
RĘKAWEK,1010
SIWICKI,1010
KACHNIARZ,1009
KOMOSA,1009
ŁYCZKO,1009
TRYBA,1009
FUDALA,1008
RYBAKOWSKI,1008
WOJTYCZKA,1008
GROCHOLSKI,1007
MIKLASZEWSKI,1007
KORYCIŃSKI,1006
KOTLARSKI,1006
MAIK,1006
DULSKI,1005
MATUSZ,1005
SŁOMCZYŃSKI,1005
SOPEL,1005
BRANICKI,1004
POLANOWSKI,1004
STEPNOWSKI,1004
WĄŻ,1004
GROCHOCKI,1003
JÓŹWICKI,1003
NIEPSUJ,1003
PIEKUTOWSKI,1003
WOŁOWSKI,1003
BEDNARCZUK,1002
KAMECKI,1002
MALARZ,1002
ZAGAJEWSKI,1002
MARTYNA,1001
PASIŃSKI,1001
ŚWIST,1001
TWARDY,1001
BŁACHOWICZ,1000
JANCZURA,1000
LASECKI,1000
LATKOWSKI,999
MACURA,999
SUTKOWSKI,999
WOJTYNIAK,999
BAŁUT,998
BIAŁCZAK,998
KOLBUSZ,998
KRZESZEWSKI,998
ZYBAŁA,998
DESKA,997
LESIUK,997
ZIEMIAŃSKI,997
JADACH,996
KRZYKOWSKI,996
MACHNICKI,996
NIEDBALSKI,996
STRACH,996
ZAŁOGA,996
KOLANOWSKI,995
DAWIDZIUK,994
GLAPA,994
GLUZA,994
LASAK,994
LIZOŃ,994
MATERNA,994
NITECKI,994
SMYCZEK,994
KAŁUSKI,993
KONCEWICZ,993
SITAREK,993
SZLAGA,993
ZYCHOWICZ,993
KIN,992
MAJCHEREK,992
BUŁAT,991
KASZEWSKI,991
NAUMOWICZ,991
OWSIANKA,991
SPRINGER,991
SZABELSKI,991
WAWRZYŃSKI,991
BECZEK,990
BORÓWKA,990
GAJOWNICZEK,990
JASKÓŁKA,990
ŁOZA,990
PRZYDATEK,990
ŚCISŁOWSKI,990
TYRKA,990
WACŁAWSKI,990
KOŁCZ,989
LEGUTKO,989
OBUCHOWSKI,989
FIEDOR,988
JAGUSIAK,988
KRUSZYNA,988
OLEKSIUK,988
RADKIEWICZ,988
ARENT,987
BRYŁKA,987
GMEREK,987
PYRKA,987
RADZKI,987
RÓJ,987
SEROCZYŃSKI,987
WICIK,987
WIEJAK,987
MIERZYŃSKI,986
MISZTELA,986
ŻMUDZIŃSKI,986
ĆWIERTNIA,985
KUSAK,985
ŁASZKIEWICZ,985
WERESZCZYŃSKI,985
DORSZ,984
NAJDEK,984
PAZIEWSKI,984
MICHAŁKIEWICZ,983
RUCHAŁA,983
SERWIN,983
BIGUS,982
BRONK,982
JONCZYK,982
NOGALSKI,982
PRUŚ,982
WORONIECKI,982
AMBROŻY,981
KAJDA,981
MISIEK,981
PRZEWOŹNIK,981
GARBARCZYK,979
PODYMA,978
JASKOT,977
STEFANEK,977
SUCHOMSKI,977
EKIERT,976
GĘBICKI,976
MAŁYSZKO,976
POPCZYK,976
TRYBUŁA,976
NIERADKA,975
TWORKOWSKI,975
CEGŁOWSKI,974
CZYŻAK,974
STEFANIK,974
ŚWIĄTCZAK,974
TALAR,974
BORZYSZKOWSKI,973
CUDAK,973
KACPROWICZ,973
KNITTER,973
MARCHEL,973
MIKLAS,973
PODSTAWKA,973
CZEKAŃSKI,972
MULARSKI,972
REDA,972
SEREMAK,972
SKRZEK,972
BRZĘCZEK,971
MOLIK,971
POROWSKI,971
SUCHARSKI,971
KORDAS,970
ANISZEWSKI,969
BAJERSKI,969
FILIPSKI,969
JURAK,969
TARAS,969
WAGA,969
ZDYBEL,968
BŁĘDOWSKI,967
CZYŻYK,967
MAJCHROWICZ,967
MOLĘDA,967
NOWACZEK,967
SIEROCKI,967
GLINIECKI,966
GRZEŚKIEWICZ,966
GZIK,966
KUBISIAK,966
SANOCKI,966
SMOLIK,966
SZYMASZEK,966
WARDZIŃSKI,966
JUST,965
POLACZEK,965
POŁCZYŃSKI,965
SKROBISZ,965
GRYGORUK,964
KALISZUK,964
KRAVCHENKO,964
PAPAJ,964
PAŹ,964
STASZCZAK,964
ŚWIEBODA,964
BUGAŁA,963
CHROSTEK,963
DENIS,963
GUZIŃSKI,963
IWANIAK,963
ŁYŻWA,963
PAWEŁCZAK,963
ROSŁANIEC,963
STAROWICZ,963
STATKIEWICZ,963
TCHÓRZ,963
WOJTYNA,963
BOGUS,962
DZIDA,962
KOHUT,962
STRZĘPEK,962
TYMOSZUK,962
ZGODA,962
KUDLIŃSKI,961
MAKUŁA,961
OLECHNOWICZ,961
PAŁUBICKI,961
SZYMICZEK,961
CIBA,960
FRANEK,960
ŁYSEK,960
OCHMAŃSKI,960
OLKIEWICZ,960
WAWRZAK,960
ZIEMNIAK,959
FIL,958
IGIELSKI,958
KOSIERADZKI,958
SZOŁTYSIK,958
BARTOSIŃSKI,957
BRULIŃSKI,957
CZUBEK,957
KIRAGA,957
ROSZCZYK,957
BALON,956
DOBIES,956
JAGUŚ,956
PŁOSKONKA,956
SKORUPIŃSKI,956
STRĘK,956
GŁUSZAK,955
KONOPIŃSKI,955
KUŹMICKI,955
MATOGA,955
PĘDZICH,955
PIECZARA,955
POLEK,955
ZALAS,955
DWORZYŃSKI,954
JEZIOREK,954
STASZEK,954
KAŁUZIŃSKI,953
SIEMBIDA,953
STANISŁAWCZYK,953
ŚWIERKOWSKI,953
ZYGADŁO,953
KOBA,952
MIANOWSKI,952
SKROBEK,952
SOBKOWICZ,952
SZYMCZUK,952
ELIASZ,951
WŁOSEK,951
ZIARKOWSKI,951
HOŁOWNIA,950
KOPCIŃSKI,950
LENDZION,950
PIASEK,950
SAWICZ,950
ŚLEDZIEWSKI,950
DYMIŃSKI,949
GRZENKOWICZ,949
KROGULEC,949
RUTKIEWICZ,949
CIEŚLICKI,948
PAJEWSKI,948
PALMOWSKI,948
SAPIŃSKI,948
DROŻDŻYŃSKI,947
KOROLCZUK,947
SZAFARCZYK,947
ZAWIŁA,947
BARTOŃ,946
BULA,946
GOSTKOWSKI,946
KOWALEWICZ,946
ŁEMPICKI,946
MARIAŃSKI,946
SYKUŁA,946
TOPOROWSKI,946
BUKOWIEC,945
KACAŁA,945
POZORSKI,945
SUS,945
HOJKA,944
KAROLCZYK,944
OWSIANY,944
SOĆKO,944
BUJOK,943
CHĘĆ,943
GAŃKO,943
KRZESZOWSKI,943
MILEWICZ,943
PIASTA,943
SATERNUS,943
SZYMALA,943
ŚCIGAŁA,943
BARTOSZUK,942
GRYGIER,942
PAWIŃSKI,942
POLISHCHUK,942
CHWIAŁKOWSKI,941
KADŁUBOWSKI,941
LALIK,941
MATUSZKIEWICZ,941
PARKITNY,941
WOJTASIAK,941
GRUNWALD,940
KIESZKOWSKI,940
LORENZ,940
MIARKA,940
MUNIAK,940
RELIGA,940
WITAK,940
BRYCH,939
DOMINICZAK,939
JAKÓBCZAK,939
SMĘTEK,939
SMOK,939
ZACHARIASZ,939
BOŻYK,938
NIZIŃSKI,938
POHL,938
POTĘPA,938
SAJ,938
KACA,937
KUBASIK,937
MACIĄŻEK,937
UCHMAN,937
WALCZEWSKI,937
KILIŃSKI,936
KORECKI,936
KUŹMICZ,936
ŁAPKA,936
OLEWIŃSKI,936
RYCHEL,936
GOLUCH,935
MIZIOŁEK,935
HYŻY,934
MOŃKA,934
ROLNIK,934
SZOZDA,934
TYLKOWSKI,934
WINTER,934
WORONOWICZ,934
BRACH,933
BRONISZ,933
KORNILUK,933
ŁUBIŃSKI,933
PERZYNA,933
PRUCNAL,933
BAJKOWSKI,932
BRYCHCY,932
CIESZKOWSKI,932
KARBOWNICZEK,932
KOPANIA,932
ONISZCZUK,932
GROT,931
JARUGA,931
KORNAS,931
PARA,931
WODNICKI,931
CAŁA,930
CIEĆWIERZ,930
UCIŃSKI,930
DZIURZYŃSKI,929
KUCZA,929
RUTYNA,929
STALA,929
TOMASIEWICZ,929
ARCHACKI,928
BOSEK,928
JARZYNKA,928
KOSTUCH,928
DANILEWICZ,927
FLUDER,927
GODULA,927
GORYL,927
IWASZKIEWICZ,927
ŁEPKOWSKI,927
ŁUKASZYK,927
WINIAREK,927
GŁADKI,926
MAKARA,926
TOMKOWIAK,926
KAPUŚNIAK,925
ŁOBODZIŃSKI,925
STASIOWSKI,925
SUMARA,925
PONIKOWSKI,924
SZUMIŃSKI,924
TEODORCZYK,924
HERBUT,923
KAŁA,923
KAZNOWSKI,923
MOCZYDŁOWSKI,923
SIERZPUTOWSKI,923
TRZEŚNIEWSKI,923
DANIELCZYK,922
HILDEBRANDT,922
SAMBOR,922
SYCH,922
SZKOP,922
BUTRYN,921
FREJ,921
KRYGER,921
KRZYWDZIŃSKI,921
GDANIEC,920
IGNASZAK,920
KAMIONKA,920
KMIOTEK,920
LATAWIEC,920
ŁOWICKI,920
PONICHTERA,920
SŁODKOWSKI,920
FABIAŃSKI,919
FAJFER,919
KUNIKOWSKI,919
PLOCH,919
BETLEJ,918
KALUS,918
KLIMCZUK,918
KOBOS,918
ZADROGA,918
CIUPIŃSKI,917
NICZYPORUK,917
POPIS,917
RDZANEK,917
GOGOLEWSKI,916
KRYSZAK,916
STEMPIEŃ,916
SUPIŃSKI,916
SZUMNY,916
ŚLEZIAK,916
WANDZEL,916
WOJNAROWICZ,916
BOROWCZAK,915
KAŁKA,915
NOWOK,915
POLOWCZYK,915
STRASZEWSKI,915
DRELICH,914
SUSZYŃSKI,914
BIELAS,913
CHOMICKI,913
IWASZKO,913
KRZEMPEK,913
MAGNUSZEWSKI,913
SĘDZIAK,913
STRUK,913
ABRAMEK,912
CIERPIAŁ,912
DOBRZENIECKI,912
GUMOWSKI,912
MAJCZAK,912
ORKISZ,912
SIWIAK,912
CENTKOWSKI,911
CHLEBEK,911
GROCHULSKI,911
KORNATOWSKI,911
KOŚCIAŃSKI,911
PACAK,911
PAPROTA,911
PIETRASZ,911
SEREK,911
TUSIŃSKI,911
BEKIER,910
KOSTRUBIEC,910
PUCEK,910
SUJKA,910
ZAORSKI,910
ZIOBROWSKI,910
KOŚKA,909
WĘGLEWSKI,909
WŁODAREK,909
DURSKI,908
KAWALA,908
KORSAK,908
LATOSIŃSKI,908
ŁOPACIŃSKI,908
SĘDŁAK,908
GASIŃSKI,907
JORDAN,907
KOZANECKI,907
OPOKA,907
PASIECZNY,907
SMYKOWSKI,907
ADLER,906
DZIADKOWIEC,906
KUCZ,906
KUSIŃSKI,906
SIEKIERA,906
SONDEJ,906
TRZNADEL,906
DROBNY,905
KUPIŃSKI,905
LESZKO,905
OLCHAWA,905
SZOLC,905
BANIAK,904
DULIŃSKI,904
KWAK,904
WAWROWSKI,904
WYDRZYŃSKI,904
CAŁUS,903
CIARKOWSKI,903
FIGAS,903
HANDZEL,903
KŁOPOTOWSKI,903
MATEUSIAK,903
OŁDAKOWSKI,903
POPRAWSKI,903
PURZYCKI,903
SITNIK,903
ZIMOŃ,903
BIDZIŃSKI,902
CIECHOMSKI,902
DZIDO,902
PASOŃ,902
SUWALSKI,902
GNAT,901
LUDWICKI,901
ŚLĘCZKA,901
WIDZ,901
ZEMAN,901
JARCZYŃSKI,900
AFTYKA,899
BIELAWA,899
CUPER,899
DZIEDZINA,899
KOTWICKI,899
MALESZEWSKI,899
MATELSKI,899
PERZYŃSKI,899
RYŁKO,899
SPŁAWSKI,899
ZAWIEJA,899
KANTORSKI,898
KASPERKIEWICZ,898
PAJDA,898
SULIŃSKI,898
SZYMANOWICZ,898
BIŃCZYK,897
SZPILA,897
WILUSZ,897
WYCHOWANIEC,897
FRANCUZ,896
JOKIEL,896
LIPCZYŃSKI,895
PRZYBYCIEŃ,895
ROMAŃCZYK,895
WALUS,895
WRZOS,895
BAKUN,894
BALCEROWSKI,894
SKULSKI,894
SMOLARZ,894
ARNDT,893
AUGUŚCIK,893
BULIK,893
CHODAKOWSKI,893
HENDZEL,893
JANIGA,893
KAMROWSKI,893
KRÓLICKI,893
ROSZYK,893
ZĘBALA,893
BORCZYK,892
GĄSIEWSKI,892
PACAN,892
PIECZYKOLAN,892
CHACIŃSKI,891
DOBIJA,891
MITKA,891
SZPONAR,891
KOZIEJ,890
MANIECKI,890
SOKAL,890
BANDURSKI,889
GACKI,889
JAŁOWIECKI,889
KORBEL,889
MIKOSZ,889
SKIERSKI,889
NALEPKA,888
KUBOWICZ,887
KUS,887
ZMUDA,887
BOLESTA,886
DYMKOWSKI,886
JASZEWSKI,886
KOŁACKI,886
LEŚNIEWICZ,886
MACHNIO,886
ROMANIK,886
SZUSZKIEWICZ,886
ZIMNOCH,886
BONISŁAWSKI,885
OSMAŃSKI,885
PAWLAS,885
RYKAŁA,885
ZADWORNY,885
ŻELICHOWSKI,885
GÓRCZAK,884
HAŁASA,884
PIELAK,884
GAD,883
JĘDRYCHOWSKI,883
MITRĘGA,883
STRZAŁA,883
WITAS,883
FILAR,882
KUŹNIEWSKI,882
MEJER,882
PAWLICZEK,882
PAZIO,882
SIELICKI,882
SYLWESTRZAK,882
TRUCHAN,882
WĘGIEL,882
GALIK,881
POWIERŻA,881
SZKLARCZYK,881
ŚWITEK,881
TOPCZEWSKI,881
WALECKI,881
BAŁAZY,880
CHRZĄSTEK,880
HUMENIUK,880
ŁACIAK,880
WIECHEĆ,880
ŻELECHOWSKI,880
KOŚLA,879
MIGDALSKI,879
MINDA,879
SOSZKA,879
BIELAŃSKI,878
CISZAK,878
HAJDA,878
HIBNER,878
MŁODZIANOWSKI,878
MOĆKO,878
PANFIL,878
SŁOMIAN,878
WOŁCZYK,878
CIUPKA,877
HEJDUK,877
MATWIEJCZUK,877
SZYBIAK,877
TLAŁKA,877
DUBAJ,876
DZIWISZ,876
JOACHIMIAK,876
MIROCHA,876
ORCZYKOWSKI,876
STRUSKI,876
SZAJNA,876
TROCKI,876
GŁOS,875
HAJDUGA,875
KROLL,875
MATUSZYK,875
RYKACZEWSKI,875
STANIASZEK,875
WITA,875
BINKIEWICZ,873
GAWENDA,873
GRADZIK,873
KAWAŁKO,873
LOCH,873
MAROŃ,873
MASZTALERZ,872
RUDOWSKI,872
SOPATA,872
CZOGAŁA,871
GONTARCZYK,871
HABA,871
KUZIOŁA,871
LUBERDA,871
SIEMIANOWSKI,871
WASIŃSKI,871
WOJTAN,871
MAJDAK,870
MAJERCZYK,870
POCHOPIEŃ,870
SMULSKI,870
SZADY,870
WITOS,870
ANUSZKIEWICZ,869
DRWAL,869
KOBYŁKA,869
MYSŁEK,869
OZDOBA,869
SZCZESNY,869
WIŃSKI,869
DEPCZYŃSKI,868
DŁUGOKĘCKI,868
DZIOBA,868
JĘDRZEJEK,868
PTASZNIK,868
SKWARCZYŃSKI,868
FABIŚ,867
FEDEROWICZ,867
KONSEK,867
LANGA,867
OGRODOWSKI,867
OSADNIK,867
RUDA,867
SŁAWSKI,867
SZAŁAŃSKI,867
MARCINIUK,866
MUCHOWSKI,866
NIKLAS,866
POŻOGA,866
PYCH,866
SERWA,866
SZURGOT,866
WOJTECKI,866
ZŁOTKOWSKI,866
DREWNOWSKI,865
GOŁUŃSKI,865
STERNAL,865
ANTAS,864
KAZIMIERCZUK,864
KUSEK,864
LESZEK,864
SKARBEK,864
SZCZODROWSKI,864
BRONIKOWSKI,863
GOŁEK,863
HYJEK,863
PACUŁA,863
POLEWSKI,863
WYSZOMIERSKI,863
JÓZWIAK,862
LISIŃSKI,862
RAŹNY,862
ŚWIECA,862
CZAPKA,861
DRĄŻKOWSKI,861
FLISIKOWSKI,861
FUKS,861
KRAVCHUK,861
ŁĄCZNY,861
MANOWSKI,861
OCHAŁ,861
SAJA,861
SIERACKI,861
WACHNIK,861
DOMACHOWSKI,860
GROŃ,860
JACAK,860
JAKIMIUK,860
JURGIELEWICZ,860
KIEŁEK,860
KOPCZYK,860
NOREK,860
ZDUNIAK,860
KONOPA,859
PIETRYGA,859
PISKOREK,859
WIELEBA,859
DURDA,858
GOSŁAWSKI,858
GRZECHOWIAK,858
IWAŃCZUK,858
KABZIŃSKI,858
KIJAS,858
LINEK,858
TEPER,858
MASIAK,857
MYSZK,857
PALUS,857
SMUGA,857
DOLATOWSKI,856
IRZYK,856
OKUNIEWSKI,856
OSTAPIUK,856
PACHOLEC,856
KOCHANOWICZ,855
ANTOŃCZYK,854
BŁAUT,854
BRUSKI,854
CZARNIAK,854
GOCH,854
GROMALA,854
JURCZUK,854
KROCHMAL,854
MACIEJCZAK,854
NIWIŃSKI,854
PERKA,854
PIKUS,854
POLCYN,854
SZLĘK,854
GRAF,853
NIKODEM,853
BUŁAWA,852
BUŚKO,852
DZWONEK,852
KONSTANTY,852
PACZUSKI,852
SIEJA,852
WEŁNA,852
CHEŁMIŃSKI,851
HAŁAT,851
JAMROŻY,851
ŁAWECKI,851
SADOWY,851
SMOLEŃSKI,851
BECKER,850
GAWĘCKI,850
GORZKIEWICZ,850
MOCH,850
POCZĄTEK,850
SYCZ,850
ŚMIESZEK,850
UZNAŃSKI,850
BIEGAJ,849
CIEPLIK,849
FURGAŁA,849
JARMOŁOWICZ,849
KRAŚNICKI,849
KUMOREK,849
KISIELEWICZ,848
KOMUDA,848
KOTALA,848
MIARA,848
MICHALEWSKI,848
BIELEWICZ,847
DOBROSIELSKI,847
KRAJ,847
LENIK,847
MIELCARZ,847
NYGA,847
PATEL,847
BONDYRA,846
CHEŁMINIAK,846
FLORKIEWICZ,846
HULBÓJ,846
KĄKOLEWSKI,846
LEŚKO,846
MANKIEWICZ,846
OŻAROWSKI,846
PIÓREK,846
SEREDA,846
STRUŚ,846
SZTORC,846
GONTAREK,845
MODRZYŃSKI,845
OPIOŁA,845
ROGOWICZ,845
SOSIN,845
STELMASZYK,845
TALAŚKA,845
WAWSZCZAK,845
BOCHNAK,844
CZUPRYNIAK,844
KAFEL,844
KOPYCIŃSKI,844
LEE,844
PŁOMIŃSKI,844
BRATKOWSKI,843
CHWAŁA,843
JANKOWICZ,843
OPOLSKI,843
RYMARZ,843
SOBIESIAK,843
SZYMULA,843
WALASIK,843
WALENDZIK,843
CHACHUŁA,842
GRYKO,842
KRZYSIEK,842
RODZEŃ,842
FIGARSKI,841
ŁYCZKOWSKI,841
MIĘTUS,841
OLECHNO,841
SŁUPEK,841
WYROSTEK,841
CEGLARZ,840
FAŁEK,840
GODYŃ,840
KAWULA,840
LABUS,840
ŁUC,840
PRZYCHODZEŃ,840
SKIBNIEWSKI,840
STANICKI,840
BAKALARSKI,839
HADRYŚ,839
SOKÓLSKI,839
SZELEST,839
WIKA,839
CHARKIEWICZ,838
GROCHOWINA,838
KUNC,838
SOŃTA,838
EWERTOWSKI,837
LESZCZYK,837
SIEŃKOWSKI,837
STRZYŻ,837
WOŁOWICZ,837
NOWOTNY,836
RZUCIDŁO,836
TARASEK,836
TROSZCZYŃSKI,836
WIT,836
BORUC,835
DYBAŚ,835
KIJANKA,835
KOCHMAN,835
STOSIO,835
SZARZYŃSKI,835
SZCZECHOWICZ,835
WANG,835
ZIEMBICKI,835
BALAWENDER,834
BUCZKO,834
GOJ,834
KAŹMIERCZYK,834
SIARA,834
STOCH,834
BOCHEN,833
GAJDZIŃSKI,833
GOSPODARCZYK,833
OSTAPOWICZ,833
ZACZYK,833
GNATOWSKI,832
WIJATA,832
WITKIEWICZ,832
WOLAN,832
BOŚ,831
KORNECKI,831
MAŁOTA,831
SOKULSKI,831
WIDUCH,831
BAJON,830
CHAMERA,830
KOJDER,830
KONDEJ,830
MOŻEJKO,830
NEUMAN,830
RUSZEL,830
ZAWALSKI,830
BEREDA,829
DRYWA,829
FRAŃCZAK,829
HINCA,829
KORNELUK,829
KRZEWSKI,829
LASZUK,829
NOWOTARSKI,829
PARZYSZEK,829
RZĄDKOWSKI,829
ZUBA,829
CIASTOŃ,828
FILAS,828
MAINKA,828
MUC,828
SZKODA,828
JANOWIAK,827
SZENDZIELORZ,827
BEREŚ,826
BUCHOLC,826
FIJAŁ,826
KRASICKI,825
KUSYK,825
KAJZER,824
PALIGA,824
REJNIAK,824
WITASZEK,824
DOMBEK,823
